연번,상가유형,호선,역명,상가번호,면적,영업업종,계약시작,계약종료,임대료(원)
1,개별(일반),1호선,서울(1)역,150-107,33,사무실,2019-05-08,2024-06-06,527100
2,개별(일반),1호선,시청(1)역,151-101,29.73,의류,2017-04-04,2022-05-03,3858954
3,개별(일반),1호선,시청(1)역,151-103,57.6,장애인생산품,2020-02-01,2025-01-31,1858300
4,개별(일반),1호선,시청(1)역,151-104,25,꽃집,2020-12-31,2026-01-30,2470600
5,네트워크,1호선,시청(1)역,151-105,25,커피(음료)전문점,,,
6,개별(일반),1호선,시청(1)역,151-106,14,액세서리,2017-09-19,2022-11-17,1801800
7,개별(일반),1호선,시청(1)역,151-107,22,의류,2020-09-18,2025-10-18,2613800
8,공실,1호선,종각역,152-101,36.85,,,,
9,공실,1호선,종각역,152-104,18.64,,,,
10,개별(일반),1호선,종각역,152-105,29.3,편의점,2017-04-18,2022-04-17,6549400
11,공실,1호선,종각역,152-107,11,,,,
12,공실,1호선,종각역,152-108,12,,,,
13,공실,1호선,종각역,152-110,23.14,,,,
14,개별(일반),1호선,종각역,152-111,16.15,액세서리,2020-03-13,2025-04-12,2900000
15,공실,1호선,종각역,152-112,21.82,,,,
16,공실,1호선,종각역,152-113,19.14,,,,
17,공실,1호선,종각역,152-114,29.62,,,,
18,개별(일반),1호선,종각역,152-115,29.4,제과,2020-02-24,2025-03-25,8130000
19,개별(일반),1호선,종로3가(1)역,153-101,23.4,편의점,2018-10-23,2023-11-21,2260000
20,공실,1호선,종로3가(1)역,153-102,17.6,,,,
21,개별(일반),1호선,종로3가(1)역,153-106,26,보청기,2018-08-14,2023-09-12,4350000
22,소송상가,1호선,종로3가(1)역,153-107,63.95,화장품,2012-01-09,2019-05-24,11673679
23,공실,1호선,종로5가역,154-101,25.13,,,,
24,공실,1호선,종로5가역,154-107,16.16,,,,
25,네트워크,1호선,제기동역,157-101,19.3,액세서리,2016-06-04,2021-07-03,5518871
26,개별(일반),1호선,동묘앞(1)역,159-201,17.7,액세서리,2020-10-19,2025-11-18,3550000
27,개별(일반),2호선,을지로입구역,202-101,85.1,도서관운영,2019-06-01,2024-05-31,2900000
28,개별(일반),2호선,을지로입구역,202-102,16.7,금융업,2016-05-31,2021-05-30,12110000
29,개별(일반),2호선,을지로입구역,202-103,17.2,금융업,2017-01-10,2022-01-09,12150000
30,개별(일반),2호선,을지로입구역,202-104,17.2,편의점,2019-10-15,2024-11-13,14993000
31,개별(일반),2호선,을지로입구역,202-105,16.7,금융업,2019-12-12,2025-01-10,14403100
32,공실,2호선,을지로입구역,202-106,33.9,,,,
33,개별(일반),2호선,을지로입구역,202-108,32.51,제과제빵,2021-01-04,2026-02-03,12350000
34,개별(대형),2호선,을지로입구역,202-110,32.2,창고,2018-10-02,2023-11-10,
35,개별(대형),2호선,을지로입구역,202-114,180,헬스&뷰티,2018-10-02,2023-11-10,59400000
36,개별(대형),2호선,을지로입구역,202-119,,헬스&뷰티,2018-10-02,2023-11-10,
37,개별(일반),2호선,을지로입구역,202-111,17.6,약국,2021-01-04,2026-02-03,6150000
38,공실,2호선,을지로입구역,202-112,19.97,,,,
39,공실,2호선,을지로입구역,202-113,19.47,,,,
40,개별(일반),2호선,을지로입구역,202-115,26.82,패션잡화,2020-12-21,2026-01-20,5600000
41,개별(일반),2호선,을지로입구역,202-116,75.95,제과,2017-11-07,2022-12-06,16137100
42,네트워크,2호선,을지로입구역,202-117,16,커피(음료)전문점,2021-02-01,2026-06-01,4964659
43,공실,2호선,을지로입구역,202-118,40,,,,
44,네트워크,2호선,을지로입구역,202-120,19,플라워,2018-11-27,2024-01-25,1914875
45,개별(일반),2호선,을지로3가(2)역,203-101,16.2,의류,2020-10-14,2025-11-13,823300
46,개별(일반),2호선,을지로3가(2)역,203-102,16.2,시계수리,2020-11-02,2025-12-02,603600
47,개별(일반),2호선,을지로3가(2)역,203-108,11.5,음반,2017-04-25,2022-04-24,872300
48,개별(일반),2호선,을지로3가(2)역,203-110,25.6,플라워,2019-04-02,2024-05-01,816600
49,개별(일반),2호선,을지로3가(2)역,203-112,26,의류,2019-04-02,2024-05-01,1259100
50,개별(일반),2호선,을지로3가(2)역,203-114,13,인쇄,2016-11-22,2021-11-21,1530000
51,개별(일반),2호선,을지로3가(2)역,203-115,18.96,의류,2020-11-26,2026-01-10,450000
52,개별(일반),2호선,을지로3가(2)역,203-116,27.9,액세서리,2020-11-25,2025-12-25,1221400
53,개별(일반),2호선,을지로4가(2)역,204-105,22.84,인쇄,2016-10-25,2021-10-24,1356400
54,개별(일반),2호선,을지로4가(2)역,204-107,23.2,의류,2017-04-25,2022-04-24,705000
55,공실,2호선,을지로4가(2)역,204-108,14.9,,,,
56,개별(일반),2호선,을지로4가(2)역,204-109,14.9,신발,2020-11-02,2025-12-02,420000
57,개별(일반),2호선,을지로4가(2)역,204-110,14.9,명함,2017-04-04,2022-04-03,660000
58,네트워크,2호선,을지로4가(2)역,204-112,38,커피(음료)전문점,2018-01-08,2023-02-16,2143653
59,개별(일반),2호선,을지로4가(2)역,204-113,32.8,제과(완제품),2020-11-02,2025-12-02,1466600
60,개별(일반),2호선,동대문역사문화공원(2)역,205-101,62.2,사무실(물품교환소),2021-04-14,2026-05-14,1452000
61,네트워크,2호선,동대문역사문화공원(2)역,205-103,31.69,의류,2018-11-16,2024-01-14,6039310
62,네트워크,2호선,동대문역사문화공원(2)역,205-104,32.5,커피(음료)전문점,2021-02-01,2026-06-01,11100210
63,개별(일반),2호선,동대문역사문화공원(2)역,205-105,12,제과(완제품),2021-01-04,2026-02-03,4310000
64,개별(일반),2호선,동대문역사문화공원(2)역,205-106,25.7,액세서리,2021-03-15,2026-04-14,7650000
65,개별(일반),2호선,동대문역사문화공원(2)역,205-107,45.64,제과(완제품),2021-01-27,2026-02-26,11100000
66,개별(일반),2호선,동대문역사문화공원(2)역,205-109,19.5,분식,2020-11-18,2025-12-18,6915000
67,개별(일반),2호선,신당(2)역,206-101,14.82,제과,2020-12-21,2026-01-20,1100000
68,개별(일반),2호선,신당(2)역,206-102,11,핸드폰 판매 및 수리,2018-11-06,2023-12-05,850000
69,네트워크,2호선,상왕십리역,207-101,30.6,화장품(HB),2020-12-23,2026-03-23,2666031
70,개별(일반),2호선,상왕십리역,207-102,37,편의점,2017-01-24,2022-01-23,6161600
71,개별(일반),2호선,상왕십리역,207-103,30,꽃집,2021-03-19,2026-04-18,2516600
72,개별(일반),2호선,왕십리(2)역,208-105,12.35,팬시품,2017-09-19,2022-10-18,1129600
73,개별(일반),2호선,왕십리(2)역,208-106,12.35,양말,2018-08-14,2023-09-12,1538900
74,개별(일반),2호선,왕십리(2)역,208-107,33.68,제과제빵,2020-11-26,2026-01-10,1520000
75,소송상가,2호선,왕십리(2)역,208-108,24.5,여성의류,2012-04-26,2017-06-29,2263435
76,소송상가,2호선,왕십리(2)역,208-109,24.5,푸드(떡),2012-04-26,2017-06-29,2263435
77,소송상가,2호선,왕십리(2)역,208-110,44.43,여성의류,2012-04-26,2017-06-29,4104670
78,소송상가,2호선,왕십리(2)역,208-111,30.06,액세서리,2012-04-26,2017-06-29,2777096
79,소송상가,2호선,왕십리(2)역,208-112,27.65,편의점,2012-04-26,2017-06-29,2554448
80,개별(일반),2호선,왕십리(2)역,208-113,19,간이음식,2018-04-10,2023-05-09,4211110
81,개별(일반),2호선,한양대역,209-001,46.8,사무실,2019-05-21,2024-06-19,418000
82,개별(일반),2호선,한양대역,209-002,13.9,제과,2020-04-03,2025-05-03,3170000
83,개별(일반),2호선,한양대역,209-003,18,편의점,2020-08-03,2025-09-02,3400000
84,개별(일반),2호선,한양대역,209-004,90.1,혈액센터,2017-11-07,2022-12-06,4900000
85,공실,2호선,한양대역,209-005,20.04,,,,
86,개별(일반),2호선,뚝섬역,210-004,14.23,의류,2017-12-27,2023-01-25,661700
87,개별(일반),2호선,뚝섬역,210-005,31.2,편의점,2017-05-09,2022-05-08,4279000
88,개별(일반),2호선,뚝섬역,210-006,13,제과(완제품),2020-11-26,2026-01-10,500000
89,네트워크,2호선,뚝섬역,210-007,25.17,의류,2016-06-04,2021-07-03,2405887
90,개별(일반),2호선,뚝섬역,210-008,21.99,꽃집,2017-12-27,2023-01-25,1166700
91,네트워크,2호선,성수역,211-002,28.4,화장품(HB),2020-12-23,2026-03-23,4012522
92,개별(일반),2호선,성수역,211-006,16.28,제과점,2017-02-08,2022-02-07,1712000
93,개별(일반),2호선,성수역,211-007,32.76,의류,2020-11-05,2025-12-05,1052000
94,개별(일반),2호선,성수역,211-010,27,액세서리,2020-10-30,2025-11-29,2511000
95,개별(일반),2호선,성수역,211-011,22.8,분식,2018-07-10,2023-08-08,4800000
96,개별(일반),2호선,성수역,211-012,21.3,제과,2019-11-26,2024-12-25,2702700
97,개별(일반),2호선,건대입구(2)역,212-002,69.5,제과,2019-06-25,2024-07-24,7512000
98,개별(일반),2호선,건대입구(2)역,212-003,22.8,커피(음료)전문점,2020-11-09,2025-12-09,2200000
99,네트워크,2호선,건대입구(2)역,212-004,19.5,편의점,2018-10-23,2023-12-21,6762624
100,개별(일반),2호선,건대입구(2)역,212-005,36.04,약국,2021-03-15,2026-04-14,8710000
101,개별(일반),2호선,건대입구(2)역,212-006,29.5,액세서리,2019-12-24,2025-01-22,5011000
102,네트워크,2호선,건대입구(2)역,212-007,29.68,커피(음료)전문점,2017-12-29,2023-02-06,6243818
103,소송상가,2호선,건대입구(2)역,212-008,48.2,화장품,2012-04-16,2017-08-08,10226478
104,소송상가,2호선,건대입구(2)역,212-009,24.55,화장품,2012-04-16,2017-08-08,5208714
105,소송상가,2호선,건대입구(2)역,212-010,36,공실,2012-04-16,2017-08-08,
106,개별(일반),2호선,건대입구(2)역,212-011,35.6,휴게음식,2018-12-25,2024-01-23,6210000
107,네트워크,2호선,건대입구(2)역,212-012,23.42,의류,2016-06-04,2021-07-03,4709346
108,네트워크,2호선,구의역,213-001,23.1,편의점,2018-10-23,2023-12-21,3944864
109,개별(일반),2호선,구의역,213-003,12.08,제과,2020-04-01,2025-05-01,1687000
110,네트워크,2호선,구의역,213-004,50.46,화장품(HB),2020-12-23,2026-03-23,6940535
111,개별(일반),2호선,구의역,213-006,20,구두,2018-04-10,2023-05-09,1023000
112,개별(일반),2호선,구의역,213-007,27.57,농산물(포장형),2018-12-21,2024-01-19,1000000
113,네트워크,2호선,강변역,214-001,36.5,화장품(HB),2020-12-23,2026-03-23,8729997
114,개별(일반),2호선,강변역,214-004,41,편의점,2017-01-16,2022-01-15,15310500
115,개별(대형),2호선,잠실나루역,215-001,112.3,농특산물,2019-04-09,2024-05-08,5500000
116,개별(일반),2호선,잠실나루역,215-002,27.54,약국,2021-04-12,2026-05-12,4711000
117,개별(일반),2호선,잠실나루역,215-003,48.1,편의점,2017-04-25,2022-04-24,7311700
118,개별(일반),2호선,잠실나루역,215-004,24.8,창고,2021-04-22,2026-05-22,2660000
119,개별(일반),2호선,잠실나루역,215-005,25.62,의류,2020-11-26,2026-01-10,2100000
120,개별(일반),2호선,잠실나루역,215-006,24,액세서리,2021-03-15,2026-04-14,2810000
121,공실,2호선,잠실나루역,215-007,28.6,,,,
122,개별(대형),2호선,잠실나루역,215-008,102.5,약국,2018-12-18,2023-12-17,14311000
123,개별(일반),2호선,잠실(2)역,216-101,15.5,약국,2021-01-04,2026-02-03,7030000
124,개별(일반),2호선,잠실(2)역,216-102,21.3,편의점,2021-05-24,2026-06-23,9900000
125,개별(일반),2호선,잠실(2)역,216-103,31.2,액세서리,2021-01-04,2026-02-03,13200000
126,개별(일반),2호선,잠실(2)역,216-105,20.82,낙찰,,,
127,개별(일반),2호선,잠실(2)역,216-107,10.45,건강식품,2021-01-11,2026-02-10,1620000
128,개별(일반),2호선,잠실(2)역,216-108,10.45,간이음식(포장형),2018-04-10,2023-05-09,2230000
129,개별(일반),2호선,잠실(2)역,216-109,20.9,신발,2021-01-30,2026-03-01,3290500
130,개별(일반),2호선,잠실(2)역,216-111,20.9,낙찰,,,
131,개별(일반),2호선,잠실(2)역,216-113,10.44,낙찰,,,
132,네트워크,2호선,잠실(2)역,216-114,10.38,커피(음료)전문점,,,
133,공실,2호선,잠실(2)역,216-115,37.73,,,,
134,소송상가,2호선,잠실(2)역,216-120,124.91,화장품,2010-01-28,2017-04-27,18838948
135,소송상가,2호선,잠실(2)역,216-121,80,제과,2010-01-28,2017-04-27,12065614
136,소송상가,2호선,잠실(2)역,216-122,34,액세서리,2010-01-28,2017-04-27,5127886
137,소송상가,2호선,잠실(2)역,216-123,34,의류(캐주얼),2010-01-28,2017-04-27,5127886
138,소송상가,2호선,잠실(2)역,216-124,36,의류,2010-01-28,2017-04-27,5429526
139,네트워크,2호선,잠실(2)역,216-125,12,커피(음료)전문점,2021-02-01,2026-06-01,10072227
140,개별(일반),2호선,잠실(2)역,216-126,14.2,약국,2021-02-01,2026-03-03,6150000
141,개별(일반),2호선,잠실(2)역,216-127,14,낙찰,,,
142,소송상가,2호선,잠실(2)역,216-128,12,식음점,2014-01-03,2019-02-01,7933100
143,네트워크,2호선,잠실(2)역,216-129,40.1,아이스크림 디저트 전문점,2019-09-17,2024-11-15,10636263
144,공실,2호선,잠실(2)역,216-130,38,,,,
145,공실,2호선,종합운동장역,218-101,65.37,,,,
146,공실,2호선,종합운동장역,218-102,31.1,,,,
147,개별(일반),2호선,종합운동장역,218-104,71.8,편의점,2016-10-25,2021-10-24,7535000
148,네트워크,2호선,종합운동장역,218-107,25,커피(음료)전문점,2018-01-08,2023-02-16,3047745
149,네트워크,2호선,선릉역,220-101,38.03,화장품(HB),2020-12-23,2026-03-23,11892315
150,개별(일반),2호선,선릉역,220-102,24.34,액세서리,2021-02-15,2026-03-17,4440000
151,개별(일반),2호선,선릉역,220-103,19.48,약국,2020-12-17,2026-01-16,4166600
152,공실,2호선,선릉역,220-104,20.21,,,,
153,소송상가,2호선,선릉역,220-105,20,,2017-03-07,2018-02-15,3851304
154,소송상가,2호선,선릉역,220-106,34.46,,2017-03-07,2018-02-15,6635797
155,소송상가,2호선,선릉역,220-107,20,,2017-03-07,2018-02-15,3851304
156,소송상가,2호선,선릉역,220-108,24.1,,2017-03-07,2018-02-15,4640821
157,소송상가,2호선,선릉역,220-109,18.48,,2017-03-07,2018-02-15,3558605
158,소송상가,2호선,선릉역,220-110,19,,2017-03-07,2018-02-15,3658738
159,네트워크,2호선,선릉역,220-112,13,커피(음료)전문점,2021-02-01,2026-06-01,3758110
160,공실,2호선,선릉역,220-113,18.3,,,,
161,네트워크,2호선,선릉역,220-115,16,커피(음료)전문점,2018-01-08,2023-02-16,6766430
162,개별(일반),2호선,선릉역,220-116,12,제과(완제품),2020-12-24,2026-01-23,2600000
163,개별(일반),2호선,선릉역,220-117,16,의류,2020-03-02,2025-04-01,4530000
164,공실,2호선,역삼역,221-109,21.55,,,,
165,네트워크,2호선,역삼역,221-216,26.4,편의점,2018-10-23,2023-12-21,7889728
166,네트워크,2호선,역삼역,221-217,22.5,커피(음료)전문점,2017-01-17,2022-01-16,2682315
167,공실,2호선,역삼역,221-218,52.32,,,,
168,개별(일반),2호선,역삼역,221-219,23.18,약국,2021-03-12,2026-04-11,4211300
169,네트워크,2호선,역삼역,221-220,107.5,아이스크림 디저트 전문점,2019-09-17,2024-11-15,17245941
170,네트워크,2호선,역삼역,221-224,21,커피(음료)전문점,2021-02-01,2026-06-01,2343936
171,개별(일반),2호선,역삼역,221-225,13,분식,2020-11-05,2025-12-05,3810000
172,개별(일반),2호선,역삼역,221-226,25.8,제과,2017-02-14,2022-02-13,6271900
173,공실,2호선,강남역,222-101,26.55,,,,
174,공실,2호선,강남역,222-102,13.3,,,,
175,네트워크,2호선,강남역,222-103,26.6,편의점,2018-10-23,2023-12-21,17470112
176,네트워크,2호선,강남역,222-105,35.5,화장품(HB),2020-12-23,2026-03-23,22234458
177,네트워크,2호선,강남역,222-108,60.97,아이스크림 디저트 전문점,2019-09-17,2024-11-15,29358258
178,공실,2호선,강남역,222-109,20.3,,,,
179,네트워크,2호선,교대(2)역,223-101,18.6,커피(음료)전문점,2021-02-01,2026-06-01,4338960
180,개별(일반),2호선,교대(2)역,223-102,56.3,제과,2021-01-11,2026-02-10,6683300
181,개별(일반),2호선,교대(2)역,223-103,11,시계수리,2019-11-20,2024-12-19,621900
182,개별(일반),2호선,교대(2)역,223-104,18,제과,2017-04-25,2022-04-24,3510000
183,공실,2호선,교대(2)역,223-105,29.28,,,,
184,개별(일반),2호선,교대(2)역,223-106,28.05,의류,2017-03-07,2022-03-06,3950000
185,개별(일반),2호선,교대(2)역,223-107,15,의류,2020-11-05,2025-12-05,2060000
186,개별(일반),2호선,교대(2)역,223-108,15,제과,2019-11-26,2024-12-25,12010000
187,공실,2호선,서초역,224-101,21.82,,,,
188,네트워크,2호선,서초역,224-102,20.6,커피(음료)전문점,,,
189,개별(일반),2호선,서초역,224-103,32.02,꽃집,2021-05-26,2026-06-25,3066600
190,개별(일반),2호선,서초역,224-104,32.02,편의점,2017-04-04,2022-04-03,11337700
191,네트워크,2호선,서초역,224-107,16,액세서리,2016-06-04,2021-07-03,2673831
192,개별(일반),2호선,서초역,224-108,17.8,제과,2020-06-22,2025-07-22,2525200
193,개별(일반),2호선,서초역,224-109,16,제과,2019-06-25,2024-07-24,4020000
194,네트워크,2호선,방배역,225-101,27,화장품(HB),2020-12-23,2026-03-23,2722601
195,개별(일반),2호선,방배역,225-104,19.32,제과,2016-08-23,2021-08-22,2712000
196,개별(일반),2호선,방배역,225-105,17.85,화훼류,2019-09-22,2024-09-21,1700000
197,개별(일반),2호선,방배역,225-106,20.43,신발,2020-08-24,2025-09-23,2000000
198,공실,2호선,방배역,225-107,19.43,,,,
199,개별(일반),2호선,방배역,225-109,18,건강식품,2017-03-07,2022-03-06,980000
200,공실,2호선,사당(2)역,226-101,65.5,,,,
201,네트워크,2호선,사당(2)역,226-102,57.72,화장품(HB),2020-12-23,2026-03-23,26027971
202,공실,2호선,사당(2)역,226-103,20.5,,,,
203,네트워크,2호선,사당(2)역,226-104,20.2,액세서리,2016-06-04,2021-07-03,6091880
204,네트워크,2호선,사당(2)역,226-105,137,아이스크림 디저트 전문점,2019-09-17,2024-11-15,28555111
205,개별(일반),2호선,사당(2)역,226-107,11.45,농특산물 판매,2020-07-01,2025-09-28,
206,개별(일반),2호선,사당(2)역,226-108,26.4,화장품,2018-05-09,2023-06-07,12034000
207,개별(일반),2호선,사당(2)역,226-110,14.96,편의점,2020-07-31,2025-08-30,5133000
208,네트워크,2호선,사당(2)역,226-112,23,커피(음료)전문점,2021-02-01,2026-06-01,10679418
209,개별(일반),2호선,사당(2)역,226-113,22,액세서리,2018-09-07,2023-10-06,6020000
210,개별(일반),2호선,사당(2)역,226-114,25.04,분식,2019-12-24,2025-01-22,5003800
211,개별(일반),2호선,사당(2)역,226-115,12.84,커피,2019-11-26,2024-12-25,7000000
212,개별(일반),2호선,사당(2)역,226-116,15.3,"분식(김밥,주먹밥)",2017-04-04,2022-04-03,4500000
213,공실,2호선,낙성대역,227-101,16.7,,,,
214,개별(일반),2호선,낙성대역,227-102,20.94,의류,2020-08-03,2025-09-02,3210000
215,개별(일반),2호선,낙성대역,227-103,21.28,편의점,2016-11-15,2021-11-14,5115000
216,개별(일반),2호선,낙성대역,227-104,112.42,사무실,2019-11-02,2024-12-31,1010000
217,네트워크,2호선,서울대입구역,228-101,26.64,화장품(HB),2020-12-23,2026-03-23,5906786
218,네트워크,2호선,서울대입구역,228-103,14,커피(음료)전문점,2021-02-01,2026-06-01,4484731
219,네트워크,2호선,서울대입구역,228-105,29.26,커피(음료)전문점,2017-12-29,2023-02-06,9284039
220,네트워크,2호선,봉천역,229-101,27.81,커피(음료)전문점,2017-01-17,2022-01-16,5330218
221,네트워크,2호선,봉천역,229-103,17.61,의류,2018-11-16,2024-01-14,1814122
222,네트워크,2호선,신림역,230-104,15,커피(음료)전문점,2021-02-01,2026-06-01,6998323
223,개별(일반),2호선,신림역,230-105,14,액세서리,2017-11-07,2022-12-06,5010000
224,개별(일반),2호선,신림역,230-106,16,간이음식(포장),2017-11-07,2022-12-06,7527000
225,개별(일반),2호선,신림역,230-107,8,낙찰,,,
226,개별(일반),2호선,신림역,230-109,13,제과,2020-12-21,2026-01-20,8520000
227,개별(일반),2호선,신대방역,231-003,24.9,신발,2019-10-29,2024-11-27,3423000
228,공실,2호선,신대방역,231-004,240.3,,,,
229,개별(대형),2호선,구로디지털단지역,232-001,103,약국,2021-01-18,2026-03-18,17010000
230,개별(일반),2호선,구로디지털단지역,232-002,29,제과,2017-03-07,2022-03-06,8502100
231,네트워크,2호선,구로디지털단지역,232-003,10.66,커피(음료)전문점,2017-12-29,2023-02-06,6773016
232,개별(대형),2호선,구로디지털단지역,232-004,100.8,의류,2020-08-03,2025-09-02,10230000
233,개별(일반),2호선,대림(2)역,233-002,15.76,떡(완제품),2021-05-26,2026-06-25,4210000
234,개별(일반),2호선,대림(2)역,233-004,14.93,액세서리,2021-01-18,2026-02-17,5720000
235,개별(일반),2호선,대림(2)역,233-006,14.93,생활뷰티,2020-09-11,2025-10-11,11100000
236,개별(일반),2호선,대림(2)역,233-007,14.93,떡(완제품),2020-07-29,2025-08-28,6510000
237,개별(일반),2호선,대림(2)역,233-008,19.47,생활뷰티,2020-12-21,2026-01-20,9600000
238,네트워크,2호선,대림(2)역,233-010,20,자유업종(편의점),2017-04-29,2022-04-28,5643800
239,개별(일반),2호선,대림(2)역,233-013,15.5,제과,2019-10-01,2024-10-30,4850000
240,개별(일반),2호선,대림(2)역,233-014,14,제과,2017-02-14,2022-02-13,7222000
241,개별(일반),2호선,대림(2)역,233-015,33,의류,2019-11-26,2024-12-25,13030000
242,네트워크,2호선,신도림역,234-104,24.13,화장품(HB),2020-12-23,2026-03-23,6022805
243,네트워크,2호선,신도림역,234-108,25,자유업종(편의점),2017-04-29,2022-04-28,13213100
244,개별(일반),2호선,신도림역,234-109,34.49,제과,2018-12-28,2024-01-26,7800000
245,공실,2호선,신도림역,234-110,12,,,,
246,개별(일반),2호선,신도림역,234-112,44.6,액세서리,2019-04-09,2024-05-08,6010000
247,네트워크,2호선,신도림역,234-113,40.8,플라워,2018-11-27,2024-01-25,4424241
248,공실,2호선,신도림역,234-114,44.6,,,,
249,공실,2호선,신도림역,234-115,22.5,,,,
250,개별(일반),2호선,신도림역,234-116,22.5,분식(어묵),2020-02-24,2025-03-25,3269500
251,네트워크,2호선,신도림역,234-117,27.4,액세서리,2018-11-16,2024-01-14,4706888
252,네트워크,2호선,신도림역,234-118,18.8,편의점,2018-10-23,2023-12-21,4508416
253,네트워크,2호선,신도림역,234-119,85.5,아이스크림 디저트 전문점,2019-09-17,2024-11-15,22737727
254,네트워크,2호선,문래역,235-101,28.29,화장품(HB),2020-12-23,2026-03-23,2660399
255,개별(일반),2호선,문래역,235-102,17,제과,2020-11-26,2025-12-26,4019000
256,개별(일반),2호선,문래역,235-103,42,디저트(완제품),2020-02-24,2025-03-25,3608800
257,개별(일반),2호선,문래역,235-104,17.83,제과,2020-11-09,2025-12-09,1180000
258,복합,2호선,영등포구청(2)역,236-102,19.88,카페,2019-07-15,2024-10-23,23850000
259,복합,2호선,영등포구청(2)역,236-103,26.01,의류,2019-07-15,2024-10-23,
260,복합,2호선,영등포구청(2)역,236-105,24.14,식음료,2019-07-15,2024-10-23,
261,복합,2호선,영등포구청(2)역,236-112,28.93,분식,2019-07-15,2024-10-23,
262,복합,2호선,영등포구청(2)역,236-113,17.13,제과제빵,2019-07-15,2024-10-23,
263,복합,2호선,영등포구청(2)역,236-114,29.07,식음료,2019-07-15,2024-10-23,
264,소송상가,2호선,영등포구청(2)역,236-111,20.4,액세서리,2018-05-05,2019-01-09,3928330
265,개별(일반),2호선,당산역,237-001,22,액세서리,2021-04-22,2026-05-22,3130000
266,개별(일반),2호선,당산역,237-002,26.14,제과점,2017-04-25,2022-04-24,7312000
267,개별(일반),2호선,당산역,237-004,35.64,제과(호두과자),2021-03-15,2026-04-14,5750000
268,공실,2호선,당산역,237-005,25,,,,
269,개별(일반),2호선,당산역,237-007,60.04,분식,2019-12-10,2025-01-08,5359000
270,개별(일반),2호선,당산역,237-008,12,간이음식(포장형),2018-04-10,2023-05-09,2810000
271,개별(일반),2호선,합정(2)역,238-101,30.74,제과(완제품),2020-11-09,2025-12-09,4520000
272,개별(일반),2호선,합정(2)역,238-102,31.41,패션잡화,2020-02-24,2025-03-25,6550000
273,개별(일반),2호선,합정(2)역,238-103,18.47,제과,2020-11-03,2025-12-03,3710000
274,소송상가,2호선,합정(2)역,238-104,17.6,분식,2014-12-02,2019-12-01,6137300
275,개별(일반),2호선,합정(2)역,238-105,13.65,약국,2021-05-27,2026-06-26,4419000
276,개별(일반),2호선,합정(2)역,238-106,13.16,꽃집,2020-12-31,2026-01-30,4350000
277,네트워크,2호선,합정(2)역,238-107,26.59,화장품(HB),2020-12-23,2026-03-23,6781462
278,개별(일반),2호선,합정(2)역,238-109,13.69,의류,2020-05-27,2025-06-26,3620000
279,개별(일반),2호선,합정(2)역,238-110,13.69,제과,2017-11-07,2022-12-06,4210000
280,개별(일반),2호선,합정(2)역,238-111,38.05,편의점,2017-05-23,2022-05-22,6020100
281,소송상가,2호선,합정(2)역,238-112,29.89,편의점,2012-04-16,2017-07-02,1814897
282,소송상가,2호선,합정(2)역,238-113,42.23,액세서리,2012-04-16,2017-07-02,2564170
283,소송상가,2호선,합정(2)역,238-115,60.05,여성의류,2012-04-16,2017-07-02,3646187
284,소송상가,2호선,합정(2)역,238-116,27.49,푸드(떡),2012-04-16,2017-07-02,1669170
285,복합,2호선,홍대입구역,239-102,33,복합업종(화훼),2021-03-22,2026-07-20,9613837
286,복합,2호선,홍대입구역,239-103,17.11,복합업종,2021-03-22,2026-07-20,5192551
287,복합,2호선,홍대입구역,239-104,32.73,복합업종,2021-03-22,2026-07-20,9932939
288,복합,2호선,홍대입구역,239-105,23.1,복합업종,2021-03-22,2026-07-20,25274548
289,복합,2호선,홍대입구역,239-106,28.02,복합업종,2021-03-22,2026-07-20,
290,복합,2호선,홍대입구역,239-107,34.76,복합업종,2021-03-22,2026-07-20,
291,복합,2호선,홍대입구역,239-108,31,복합업종,2021-03-22,2026-07-20,9031258
292,네트워크,2호선,홍대입구역,239-110,12,화장품(HB),2020-12-23,2026-03-23,7428859
293,네트워크,2호선,신촌역,240-101,33,화장품(HB),2020-12-23,2026-03-23,17632662
294,개별(일반),2호선,신촌역,240-103,9.8,화훼,2020-08-10,2025-09-09,4510000
295,개별(일반),2호선,신촌역,240-104,13.2,제과,2020-12-21,2026-01-20,8250000
296,개별(일반),2호선,신촌역,240-105,30.17,액세서리,2021-01-04,2026-02-03,10300000
297,네트워크,2호선,신촌역,240-106,11.25,편의점,2018-10-23,2023-12-21,6762624
298,개별(일반),2호선,신촌역,240-107,21,약국,2021-01-28,2026-02-28,6783300
299,네트워크,2호선,신촌역,240-108,18,커피(음료)전문점,2021-02-01,2026-06-01,8217169
300,개별(일반),2호선,신촌역,240-109,32,의류,2018-04-10,2023-05-09,18300200
301,네트워크,2호선,신촌역,240-110,44.42,자유업종(편의점),2017-04-29,2022-04-28,18581100
302,네트워크,2호선,이대역,241-102,14.5,의류,2016-06-04,2021-07-03,7629624
303,개별(일반),2호선,이대역,241-104,21.13,액세서리,2021-01-04,2026-02-03,3550000
304,공실,2호선,이대역,241-108,33,,,,
305,네트워크,2호선,아현역,242-101,35.2,화장품(HB),2020-12-23,2026-03-23,2353016
306,개별(일반),2호선,아현역,242-103,34.8,화훼,2020-08-10,2025-09-09,2350000
307,개별(일반),2호선,아현역,242-105,22.58,제과(완제품),2021-02-15,2026-04-01,460000
